Genome,Ku_IDs,LigD_IDs,Plasmid_IDs,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,NHEJ_status_verbose,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Architecture,genome_clean
GCF_001542775.1_ASM154277v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014145.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,412690,412690,Microterricola viridarii strain ERGS5:02,Actinobacteria,Actinobacteria-Micrococcales,3689726,3,69,No-LigD-domains,GCF_001542775
GCF_000014445.1_ASM1444v1,NA-Ku,NA-LigD,NC_008496.1,NC_008531.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,203120,1245,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 plasmid pLEUM1,Firmicutes,Firmicutes-Bacilli,2038396,4,38,No-LigD-domains,GCF_000014445
GCF_000025605.1_ASM2560v1,NA-Ku,"WP_012991316.1,lig:234-521",NA-plasmid,NC_013894.1,0,1,-,-,NA-Ku,-,WP_012991316.1,-,Lig-only,2,638303,136094,Thermocrinis albus DSM 14484,Aquificae,Aquificae-Aquificales,1500577,1,47,LigD-only-lig-no-pol,GCF_000025605
GCF_000269985.1_ASM26998v1,NA-Ku,NA-LigD,NA-plasmid,NC_016109.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,452652,2066,Kitasatospora setae KM-6054 DNA,Actinobacteria,Actinobacteria-Streptomycetales,8783278,9,74,No-LigD-domains,GCF_000269985
GCF_000021945.1_ASM2194v1,NA-Ku,NA-LigD,NA-plasmid,NC_011831.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,326427,152260,Chloroflexus aggregans DSM 9485,Chloroflexi,Chloroflexi-Chloroflexia,4684931,3,56,No-LigD-domains,GCF_000021945
GCF_000024405.1_ASM2440v1,NA-Ku,NA-LigD,NC_013518.1@NC_013519.1,NC_013517.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,526218,826,Sebaldella termitidis ATCC 33386 plasmid pSTERM02,Fusobacteria,Fusobacteria-Fusobacteriales,4418842,4,33,No-LigD-domains,GCF_000024405
GCF_000973625.1_ASM97362v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007501.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1835254,1835254,Polynucleobacter duraquae strain MWH-MoK4,Proteobacteria,Proteobacteria-Betaproteobacteria,2026292,1,45,No-LigD-domains,GCF_000973625
GCF_001750685.1_ASM175068v1,NA-Ku,NA-LigD,NZ_CP017270.1,NZ_CP017269.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1424294,1424294,Geosporobacter ferrireducens strain IRF9 plasmid unnamed1,Firmicutes,Firmicutes-Clostridia,5792634,11,39,No-LigD-domains,GCF_001750685
GCF_000743945.1_ASM74394v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP009238.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1072685,1472345,Basilea psittacipulmonis DSM 24701,Proteobacteria,Proteobacteria-Betaproteobacteria,1959069,3,40,No-LigD-domains,GCF_000743945
GCF_000340795.1_ASM34079v1,NA-Ku,NA-LigD,NA-plasmid,NC_020294.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1208919,994692,Candidatus Kinetoplastibacterium desouzaii TCC079E,Proteobacteria,Proteobacteria-Betaproteobacteria,833125,3,30,No-LigD-domains,GCF_000340795
GCF_000023125.1_ASM2312v1,WP_041736467.1:9-182,"WP_015812548.1,pol:6-250;WP_012779982.1,pe:5-171|lig:260-565|pol:618-859;WP_015812789.1,lig:222-463",NA-plasmid,NC_013037.1,0,1,-,WP_041736467.1,-,-,WP_012779982.1;WP_015812548.1;WP_015812789.1,-,Yes-NHEJ,3,471854,94254,Dyadobacter fermentans DSM 18053,Bacteroidetes,Bacteroidetes-Cytophagia,6967790,4,52,Yes-NHEJ-all-same-prot,GCF_000023125
GCF_000155675.2_ASM15567v2,NA-Ku,"WP_044043399.1,lig:215-464",NC_020907.1,NC_020911.1,1,1,-,-,NA-Ku,-,WP_044043399.1,-,Lig-only,2,391626,1217908,Octadecabacter antarcticus 307 plasmid pOA307_63,Proteobacteria,Proteobacteria-Alphaproteobacteria,4812600,2,55,LigD-only-lig-no-pol,GCF_000155675
GCF_000012365.1_ASM1236v1,NA-Ku,NA-LigD,NA-plasmid,NC_007651.1@NC_007650.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,271848,57975,Burkholderia thailandensis E264 chromosome II,Proteobacteria,Proteobacteria-Betaproteobacteria,10533173,4,68,No-LigD-domains,GCF_000012365
GCF_000145215.1_ASM14521v1,NA-Ku,NA-LigD,NA-plasmid,NC_014392.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,608506,717609,Caldicellulosiruptor obsidiansis OB47,Firmicutes,Firmicutes-Clostridia,2532343,3,35,No-LigD-domains,GCF_000145215
GCF_000328705.1_ASM32870v1,WP_015101685.1:9-186;WP_015101684.1:9-174,"WP_041316002.1,lig:200-441;WP_051075990.1,pol:3-252;WP_015099326.1,lig:11-308;WP_041316562.1,lig:6-310;WP_015099314.1,pol:15-258;WP_015103208.1,pol:12-249;WP_041317581.1,pol:16-262;WP_015101686.1,pe:7-141|lig:176-481;WP_041313457.1,pol:13-263",NA-plasmid,NC_019673.1,0,1,-,WP_015101684.1;WP_015101685.1,-,-,WP_041316002.1;WP_015099314.1;WP_015099326.1;WP_041316562.1;WP_051075990.1;WP_015101686.1;WP_041313457.1;WP_041317581.1;WP_015103208.1,-,Yes-NHEJ,3,1179773,103731,Saccharothrix espanaensis DSM 44229 complete genome,Actinobacteria,Actinobacteria-Pseudonocardiales,9360653,4,72,Yes-NHEJ-all-diff-prot,GCF_000328705
GCF_001729245.1_ASM172924v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015217.1@NZ_CP015218.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,28452,28452,Leptospira alstonii strain GWTS #1 chromosome 2,Spirochaetes,Spirochaetes-Leptospirales,8697302,2,42,No-LigD-domains,GCF_001729245
GCF_000281175.1_ASM28117v1,NA-Ku,NA-LigD,NA-plasmid,NC_017079.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,926550,133453,Caldilinea aerophila DSM 14535 = NBRC 104270 DNA,Chloroflexi,Chloroflexi-Caldilineae,5144873,2,59,No-LigD-domains,GCF_000281175
GCF_001507665.1_ASM150766v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013910.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1768108,1768108,Deinococcus actinosclerus strain BM2,Deinococcus-Thermus,Deinococcus-Thermus-Deinococci,3264334,3,71,No-LigD-domains,GCF_001507665
GCF_000215975.1_ASM21597v1,NA-Ku,"WP_041430334.1,lig:26-185",NA-plasmid,NC_015682.1,0,1,-,-,NA-Ku,-,WP_041430334.1,-,Lig-only,2,795359,1295609,Thermodesulfobacterium geofontis OPF15,Thermodesulfobacteria,Thermodesulfobacteria-Thermodesulfobacteriales,1634377,1,31,LigD-only-lig-no-pol,GCF_000215975
GCF_000307165.1_ASM30716v1,NA-Ku,NA-LigD,NA-plasmid,NC_018704.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,698758,1449,Amphibacillus xylanus NBRC 15112 DNA,Firmicutes,Firmicutes-Bacilli,2569486,6,36,No-LigD-domains,GCF_000307165
GCF_000026185.1_ASM2618v1,NA-Ku,NA-LigD,NC_010695.1@NC_010696.1@NC_010699.1@NC_010693.1@NC_010697.1,NC_010694.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,465817,338565,Erwinia tasmaniensis strain ET1/99 complete plasmid pET49,Proteobacteria,Proteobacteria-Gammaproteobacteria,3883467,7,54,No-LigD-domains,GCF_000026185
GCF_000214355.1_ASM21435v1,NA-Ku,NA-LigD,NA-plasmid,NC_015577.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,545695,150829,Treponema azotonutricium ZAS-9,Spirochaetes,Spirochaetes-Spirochaetales,3855671,2,50,No-LigD-domains,GCF_000214355
GCF_000018025.1_ASM1802v1,NA-Ku,NA-LigD,NA-plasmid,NC_009831.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,425104,271097,Shewanella sediminis HAW-EB3,Proteobacteria,Proteobacteria-Gammaproteobacteria,5517674,12,46,No-LigD-domains,GCF_000018025
GCF_000183405.1_ASM18340v1,NA-Ku,NA-LigD,NC_014749.1,NC_014758.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,768670,477976,Calditerrivibrio nitroreducens DSM 19672 plasmid pCALNI01,Deferribacteres,Deferribacteres-Deferribacterales,2157835,2,36,No-LigD-domains,GCF_000183405
GCF_000788395.1_ASM78839v1,NA-Ku,"WP_052140940.1,lig:36-226",NA-plasmid,NZ_CP009888.1@NZ_CP009889.1,0,2,-,-,NA-Ku,-,WP_052140940.1,-,Lig-only,2,1348114,1348114,Pseudoalteromonas sp. OCN003 chromosome 2,Proteobacteria,Proteobacteria-Gammaproteobacteria,8013485,7,40,LigD-only-lig-no-pol,GCF_000788395
GCF_000007605.1_ASM760v1,NA-Ku,NA-LigD,NC_004720.1,NC_003361.3,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,227941,83557,Chlamydophila caviae GPIC plasmid pCpGP1,Chlamydiae,Chlamydiae-Chlamydiales,1173390,1,39,No-LigD-domains,GCF_000007605
GCF_000265405.1_ASM26540v1,NA-Ku,"WP_014773426.1,lig:222-466",NA-plasmid,NC_018010.1,0,1,-,-,NA-Ku,-,WP_014773426.1,-,Lig-only,2,866536,232259,Belliella baltica DSM 15883,Bacteroidetes,Bacteroidetes-Cytophagia,4196595,4,37,LigD-only-lig-no-pol,GCF_000265405
GCF_001008165.2_ASM100816v2,WP_046904241.1:11-194,"WP_046905106.1,lig:219-471;WP_046904242.1,pe:11-165|lig:239-540|pol:557-801",NZ_CP011453.2,NZ_CP011452.2,1,1,-,WP_046904241.1,-,-,WP_046905106.1;WP_046904242.1,-,Yes-NHEJ,3,1267766,1267766,Altererythrobacter atlanticus strain 26DY36 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,3386291,2,62,Yes-NHEJ-all-same-prot,GCF_001008165
GCF_000024565.1_ASM2456v1,NA-Ku,NA-LigD,NC_013516.1,NC_013515.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,519441,34105,Streptobacillus moniliformis DSM 12112 plasmid pSMON01,Fusobacteria,Fusobacteria-Fusobacteriales,1662578,5,26,No-LigD-domains,GCF_000024565
GCF_000284015.1_ASM28401v1,WP_014375553.1:10-194;WP_014376849.1:9-189,"WP_051005195.1,lig:9-307;WP_014374034.1,lig:37-222;WP_014375012.1,pol:21-245;WP_014377010.1,pol:17-273;WP_014376632.1,lig:206-440;WP_041775790.1,lig:11-261;WP_041775775.1,pol:13-262",NA-plasmid,NC_016943.1,0,1,-,WP_014375553.1;WP_014376849.1,-,-,WP_014374034.1;WP_014375012.1;WP_014376632.1;WP_041775775.1;WP_051005195.1;WP_041775790.1;WP_014377010.1,-,Yes-NHEJ,3,1146883,138336,Blastococcus saxobsidens DD2 complete genome,Actinobacteria,Actinobacteria-Geodermatophilales,4875340,3,73,Yes-NHEJ-lig-pol-diff-prot,GCF_000284015
GCF_001689125.1_ASM168912v1,WP_065541265.1:8-187,"WP_065541264.1,lig:25-307",NA-plasmid,NZ_CP015405.1,0,1,-,WP_065541265.1,-,-,WP_065541264.1,-,Yes-NHEJ,3,1796616,1796616,Blautia sp. YL58,Firmicutes,Firmicutes-Clostridia,5128792,5,46,Yes-NHEJ-lig-no-pol,GCF_001689125
GCF_001679725.1_ASM167972v1,WP_066595047.1:9-183,"WP_066594805.1,lig:9-326;WP_066594562.1,pol:18-262;WP_066594777.1,pol:20-263;WP_066599411.1,pe:317-427|lig:517-834|pol:8-244",NZ_CP016283.1@NZ_CP016284.1,NZ_CP016282.1,2,1,-,WP_066595047.1,-,-,WP_066594562.1;WP_066594777.1;WP_066594805.1;WP_066599411.1,-,Yes-NHEJ,3,670052,670052,Cryobacterium arcticum strain PAMC 27867 plasmid pP27867_2,Actinobacteria,Actinobacteria-Micrococcales,4174501,3,69,Yes-NHEJ-all-same-prot,GCF_001679725
GCF_000212375.1_ASM21237v1,NA-Ku,NA-LigD,NA-plasmid,NC_015501.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,879243,28123,Porphyromonas asaccharolytica DSM 20707,Bacteroidetes,Bacteroidetes-Bacteroidia,2186370,2,52,No-LigD-domains,GCF_000212375
GCF_000192745.1_ASM19274v1,NA-Ku,"WP_013653960.1,lig:224-479",NC_015258.1,NC_015259.1,1,1,-,-,NA-Ku,-,WP_013653960.1,-,Lig-only,2,991905,991904,Polymorphum gilvum SL003B-26A1 plasmid pSL003B,Proteobacteria,Proteobacteria-Alphaproteobacteria,4649365,2,67,LigD-only-lig-no-pol,GCF_000192745
GCF_000013145.1_ASM1314v1,NA-Ku,NA-LigD,NA-plasmid,NC_007799.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,205920,945,Ehrlichia chaffeensis str. Arkansas,Proteobacteria,Proteobacteria-Alphaproteobacteria,1176248,1,30,No-LigD-domains,GCF_000013145
GCF_000732905.1_ASM73290v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007588.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,759620,759620,Weissella ceti strain WS08,Firmicutes,Firmicutes-Bacilli,1355853,6,41,No-LigD-domains,GCF_000732905
GCF_000341345.1_ASM34134v1,NA-Ku,NA-LigD,NC_020303.1,NC_020302.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1121362,225326,Corynebacterium halotolerans YIM 70093 = DSM 44683 plasmid pCha1,Actinobacteria,Actinobacteria-Corynebacteriales,3135752,4,68,No-LigD-domains,GCF_000341345
GCF_001886735.1_ASM188673v1,WP_071974076.1:13-178,"WP_071972409.1,lig:222-464;WP_071973944.1,pe:6-161|lig:208-501|pol:519-762",NZ_CP018077.1@NZ_CP018078.1@NZ_CP018079.1@NZ_CP018080.1@NZ_CP018081.1,NZ_CP018076.1,5,1,WP_071974076.1,-,-,WP_071973944.1,WP_071972409.1,-,Yes-NHEJ,3,1917485,1917485,Sulfitobacter sp. AM1-D1 plasmid unnamed5,Proteobacteria,Proteobacteria-Alphaproteobacteria,3840209,2,65,Yes-NHEJ-all-same-prot,GCF_001886735
GCF_000195855.1_ASM19585v1,NA-Ku,NA-LigD,NA-plasmid,NC_002677.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,272631,1769,Mycobacterium leprae TN chromosome,Actinobacteria,Actinobacteria-Corynebacteriales,3268203,1,58,No-LigD-domains,GCF_000195855
GCF_001025195.1_ASM102519v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP012325.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,566552,1686,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043 DNA,Actinobacteria,Actinobacteria-Bifidobacteriales,2079525,5,56,No-LigD-domains,GCF_001025195
GCF_000183425.1_ASM18342v1,NA-Ku,"WP_013452923.1,lig:223-483",NC_014750.1,NC_014759.1,1,1,-,-,NA-Ku,-,WP_013452923.1,-,Lig-only,2,643867,1006,Marivirga tractuosa DSM 4126 plasmid pFTRAC01,Bacteroidetes,Bacteroidetes-Cytophagia,4511574,2,36,LigD-only-lig-no-pol,GCF_000183425
GCF_000024925.1_ASM2492v1,WP_012866318.1:9-190,"WP_012866316.1,pe:325-443|lig:540-846|pol:25-265",NA-plasmid,NC_013521.1,0,1,-,WP_012866318.1,-,-,WP_012866316.1,-,Yes-NHEJ,3,446469,60920,Sanguibacter keddieii DSM 10542,Actinobacteria,Actinobacteria-Micrococcales,4253413,4,72,Yes-NHEJ-all-same-prot,GCF_000024925
GCF_001458695.1_NiCh1,NA-Ku,NA-LigD,NA-plasmid,NZ_LN885086.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1715989,1715989,Nitrospira sp. ENR4 genome assembly NiCh1,Nitrospirae,Nitrospirae-Nitrospirales,3295117,1,59,No-LigD-domains,GCF_001458695
GCF_001298525.1_ASM129852v1,NA-Ku,NA-LigD,NZ_CP012707.1@NZ_CP012708.1@NZ_CP012709.1@NZ_CP012710.1@NZ_CP012711.1,NZ_CP012678.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,45610,45610,Psychrobacter urativorans strain R10.10B plasmid 5,Proteobacteria,Proteobacteria-Gammaproteobacteria,2802354,6,42,No-LigD-domains,GCF_001298525
GCF_001564455.1_ASM156445v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011391.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1702221,1702221,Faecalibaculum rodentium strain Alo17,Firmicutes,Firmicutes-Erysipelotrichia,2542486,14,54,No-LigD-domains,GCF_001564455
GCF_000252445.1_ASM25244v1,NA-Ku,NA-LigD,NC_017805.1@NC_017791.1@NC_017771.1@NC_017792.1@NC_017806.1@NC_017793.1,NC_017790.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,745776,502394,Deinococcus gobiensis I-0 plasmid P6,Deinococcus-Thermus,Deinococcus-Thermus-Deinococci,3137147,5,71,No-LigD-domains,GCF_000252445
GCF_000739455.1_ASM73945v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP009211.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,156978,156978,Corynebacterium imitans strain DSM 44264,Actinobacteria,Actinobacteria-Corynebacteriales,2565321,4,64,No-LigD-domains,GCF_000739455
GCF_000020225.1_ASM2022v1,NA-Ku,NA-LigD,NA-plasmid,NC_010655.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,349741,239935,Akkermansia muciniphila ATCC BAA-835,Verrucomicrobia,Verrucomicrobia-Verrucomicrobiae,2664102,3,56,No-LigD-domains,GCF_000020225
GCF_000786695.1_ASM78669v1,NA-Ku,NA-LigD,NZ_CP009963.1,NZ_CP009962.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,279058,279058,Collimonas arenae strain Cal35 plasmid,Proteobacteria,Proteobacteria-Betaproteobacteria,5603532,3,56,No-LigD-domains,GCF_000786695
GCF_001697185.1_ASM169718v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014224.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1790137,1790137,Wenyingzhuangia fucanilytica strain CZ1127,Bacteroidetes,Bacteroidetes-Flavobacteriia,3427057,4,32,No-LigD-domains,GCF_001697185
GCF_000214665.1_ASM21466v1,NA-Ku,NA-LigD,NA-plasmid,NC_015572.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,857087,421,Methylomonas methanica MC09,Proteobacteria,Proteobacteria-Gammaproteobacteria,5051681,3,51,No-LigD-domains,GCF_000214665
GCF_000218545.1_ASM21854v1,WP_013883721.1:9-183,"WP_013883719.1,pol:15-269;WP_013884323.1,lig:11-328;WP_013883720.1,lig:15-303;WP_041574058.1,pol:17-273;WP_013883900.1,lig:198-491",NA-plasmid,NC_015671.1,0,1,-,WP_013883721.1,-,-,WP_041574058.1;WP_013883719.1;WP_013883720.1;WP_013883900.1;WP_013884323.1,-,Yes-NHEJ,3,593907,11,[Cellvibrio] gilvus ATCC 13127,Actinobacteria,Actinobacteria-Micrococcales,3526441,2,74,Yes-NHEJ-lig-pol-diff-prot,GCF_000218545
GCF_000144695.1_ASM14469v1,NA-Ku,NA-LigD,NA-plasmid,NC_014378.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,574087,28187,Acetohalobium arabaticum DSM 5501,Firmicutes,Firmicutes-Clostridia,2469596,5,37,No-LigD-domains,GCF_000144695
GCF_000012565.1_ASM1256v1,NA-Ku,NA-LigD,NA-plasmid,NC_007354.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,269484,944,Ehrlichia canis str. Jake,Proteobacteria,Proteobacteria-Alphaproteobacteria,1315030,1,29,No-LigD-domains,GCF_000012565
GCF_000221045.1_ASM22104v1,WP_014005958.1:11-197,"WP_014005959.1,pe:7-160|lig:218-517|pol:539-781;WP_014007202.1,lig:122-256",NA-plasmid,NC_015856.1,0,1,-,WP_014005958.1,-,-,WP_014005959.1;WP_014007202.1,-,Yes-NHEJ,3,1005048,158899,Collimonas fungivorans Ter331,Proteobacteria,Proteobacteria-Betaproteobacteria,5186898,3,60,Yes-NHEJ-all-same-prot,GCF_000221045
GCF_000953135.1_LFA,NA-Ku,"WP_045094843.1,pol:21-262",NZ_LN614828.1@NZ_LN614829.1,NZ_LN614827.1,2,1,-,-,NA-Ku,-,WP_045094843.1,-,No-NHEJ,0,1212491,96230,Legionella fallonii LLAP-10 genome assembly LFA,Proteobacteria,Proteobacteria-Gammaproteobacteria,4181563,4,38,No-LigD-domains,GCF_000953135
GCF_000013665.1_ASM1366v1,NA-Ku,NA-LigD,NA-plasmid,NC_007912.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,203122,86304,Saccharophagus degradans 2-40,Proteobacteria,Proteobacteria-Gammaproteobacteria,5057531,2,46,No-LigD-domains,GCF_000013665
GCF_000017545.1_ASM1754v1,NA-Ku,NA-LigD,NA-plasmid,NC_009718.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,381764,2424,Fervidobacterium nodosum Rt17-B1,Thermotogae,Thermotogae-Thermotogales,1948941,2,35,No-LigD-domains,GCF_000017545
GCF_001611975.1_ASM161197v1,NA-Ku,NA-LigD,NZ_CP014526.1@NZ_CP014527.1,NZ_CP014525.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1549855,1549855,Haematospirillum jordaniae strain H5569 plasmid unnamed 2,Proteobacteria,Proteobacteria-Alphaproteobacteria,2131542,5,56,No-LigD-domains,GCF_001611975
GCF_001854325.1_ASM185432v1,WP_071073064.1:12-192,"WP_071071916.1,pe:34-194|lig:257-555|pol:587-830",NZ_CP017756.1,NZ_CP017754.1@NZ_CP017755.1,1,2,-,WP_071073064.1,-,-,WP_071071916.1,-,Yes-NHEJ,3,367825,367825,Cupriavidus sp. USMAA1020 plasmid unnamed1,Proteobacteria,Proteobacteria-Betaproteobacteria,12156554,7,68,Yes-NHEJ-all-same-prot,GCF_001854325
GCF_000011365.1_ASM1136v1,NP_768228.1:18-201;NP_774654.1:13-196;NP_769760.1:13-196;NP_773414.1:13-193,"NP_767784.1,lig:296-553;NP_771257.1,lig:15-174;NP_774344.1,lig:19-186;NP_773413.1,pe:7-161|lig:264-560|pol:614-842;NP_771633.1,lig:28-134;NP_771822.1,lig:25-201;NP_774662.1,lig:23-305;NP_774671.1,lig:13-306;NP_771853.1,lig:6-315",NA-plasmid,NC_004463.1,0,1,-,NP_768228.1;NP_769760.1;NP_773414.1;NP_774654.1,-,-,NP_767784.1;NP_771257.1;NP_771633.1;NP_771822.1;NP_771853.1;NP_773413.1;NP_774344.1;NP_774662.1;NP_774671.1,-,Yes-NHEJ,3,224911,1355477,Bradyrhizobium japonicum USDA 110 chromosome,Proteobacteria,Proteobacteria-Alphaproteobacteria,9105828,1,64,Yes-NHEJ-all-same-prot,GCF_000011365
GCF_000196435.1_ASM19643v1,NA-Ku,NA-LigD,NC_010160.1,NC_010161.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,382640,85701,Bartonella tribocorum CIP 105476 plasmid pBT complete genome,Proteobacteria,Proteobacteria-Alphaproteobacteria,2619061,2,39,No-LigD-domains,GCF_000196435
GCF_000513475.1_Bbla,NA-Ku,"WP_023792619.1,pol:25-266;WP_023792622.1,lig:31-333;WP_023792959.1,lig:240-547;WP_023792625.1,pe:7-138",NA-plasmid,NC_023003.1,0,1,-,-,NA-Ku,-,WP_023792619.1;WP_023792622.1;WP_023792625.1;WP_023792959.1,-,Lig-only,2,673862,673862,Candidatus Babela massiliensis strain BABL1 complete genome,Proteobacteria,Proteobacteria-Deltaproteobacteria,1118422,1,27,LigD-only-all-diff-prot,GCF_000513475
GCF_000018405.1_ASM1840v1,NA-Ku,NA-LigD,NA-plasmid,NC_009943.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,96561,181663,Desulfococcus oleovorans Hxd3,Proteobacteria,Proteobacteria-Deltaproteobacteria,3944167,1,56,No-LigD-domains,GCF_000018405
GCF_000007925.1_ASM792v1,NA-Ku,NA-LigD,NA-plasmid,NC_005042.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,167539,1219,Prochlorococcus marinus subsp. marinus str. CCMP1375 complete genome,Cyanobacteria,Cyanobacteria-Synechococcales,1751080,1,36,No-LigD-domains,GCF_000007925
GCF_000190555.1_ASM19055v1,NA-Ku,NA-LigD,NC_015169.1@NC_015162.1@NC_015170.1@NC_015163.1,NC_015161.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,693977,55148,Deinococcus proteolyticus MRP plasmid pDEIPR04,Deinococcus-Thermus,Deinococcus-Thermus-Deinococci,2147060,3,66,No-LigD-domains,GCF_000190555
GCF_000348725.1_ASM34872v1,NA-Ku,NA-LigD,NA-plasmid,NC_020813.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1184267,453816,Bdellovibrio exovorus JSS,Proteobacteria,Proteobacteria-Oligoflexia,2657893,1,42,No-LigD-domains,GCF_000348725
GCF_000185965.1_ASM18596v1,WP_013533730.1:10-196,"WP_013533957.1,lig:225-468;WP_013535093.1,pe:5-157|lig:228-525|pol:647-889",NA-plasmid,NC_014924.1,0,1,-,WP_013533730.1,-,-,WP_013533957.1;WP_013535093.1,-,Yes-NHEJ,3,743721,314722,Pseudoxanthomonas suwonensis 11-1,Proteobacteria,Proteobacteria-Gammaproteobacteria,3419049,2,70,Yes-NHEJ-all-same-prot,GCF_000185965
GCF_001641285.1_ASM164128v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014841.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,445710,445710,Dyella thiooxydans strain ATSB10,Proteobacteria,Proteobacteria-Gammaproteobacteria,4227172,2,68,No-LigD-domains,GCF_001641285
GCF_001593605.1_ASM159360v1,NA-Ku,"WP_067546558.1,lig:221-464",NA-plasmid,NZ_CP012836.1,0,1,-,-,NA-Ku,-,WP_067546558.1,-,Lig-only,2,1727163,1727163,Algoriphagus sp. M8-2,Bacteroidetes,Bacteroidetes-Cytophagia,3882610,3,41,LigD-only-lig-no-pol,GCF_001593605
GCF_000009945.1_ASM994v1,NA-Ku,NA-LigD,NC_007900.1,NC_007899.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,264202,83556,Chlamydia felis Fe/C-56 Fe/C-56 plasmid pCfe1 DNA,Chlamydiae,Chlamydiae-Chlamydiales,1166239,1,39,No-LigD-domains,GCF_000009945
