GCF_ID,Ku_IDs,LigD_IDs,Plasmid_IDs,Chromosome_IDs,Plasmid_number,Chromosome_number,Ku_plasmid_IDs,Ku_chromosome_IDs,Ku_absent_status,LigD_plasmid_IDs,LigD_chromosome_IDs,LigD_absent_status,NHEJ_status_verbose,NHEJ_status_ordinal,NCBI_Taxon_ID,Tax_ID2,Bacteria_name,Phylum_name,Phylum_subphylum_name,Genome_size,rRNA_copy_number,GC_content,Conv_non-conv_ligd_status
GCF_000242775.1_ASM24277v1,NA-Ku,NA-LigD,NA-plasmid,NC_016787.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,698969,1717,Corynebacterium diphtheriae HC03,Actinobacteria,Actinobacteria-Corynebacteriales,2478364,5,54,No-LigD-domains
GCF_000264945.2_ASM26494v2,WP_007683497.1:11-177,"WP_007685806.1,lig:218-465;WP_007683499.1,pe:9-162|lig:235-531|pol:546-790",NZ_CP013071.1@NZ_CP013072.1@NZ_CP013073.1,NZ_CP013070.1,3,1,-,WP_007683497.1,-,-,WP_007685806.1;WP_007683499.1,-,Yes-NHEJ,3,861109,332055,Sphingobium indicum B90A plasmid pSRL3,Proteobacteria,Proteobacteria-Alphaproteobacteria,3654322,2,65,Yes-NHEJ-all-same-prot
GCF_000200475.1_ASM20047v1,NA-Ku,"WP_013526032.1,lig:77-231",NA-plasmid,NC_014922.1,0,1,-,-,NA-Ku,-,WP_013526032.1,-,Lig-only,2,935897,727,Haemophilus influenzae F3047 complete genome,Proteobacteria,Proteobacteria-Gammaproteobacteria,2007018,6,38,LigD-only-lig-no-pol
GCF_001188695.1_ASM118869v1,NA-Ku,"WP_002231172.1,lig:153-355",NZ_CP006780.1@NZ_CP006779.1,NZ_CP006783.1,2,1,-,-,NA-Ku,WP_002231172.1,-,-,Lig-only,2,1345703,632,Yersinia pestis 1412 plasmid pMT,Proteobacteria,Proteobacteria-Gammaproteobacteria,4524943,7,48,LigD-only-lig-no-pol
GCF_001022275.1_ASM102227v1,NA-Ku,"WP_047722211.1,lig:153-355",NZ_CP011654.1@NZ_CP011655.1@NZ_CP011653.1@NZ_CP011651.1@NZ_CP011652.1@NZ_CP011656.1,NZ_CP011657.1,6,1,-,-,NA-Ku,WP_047722211.1,-,-,Lig-only,2,546,546,Citrobacter freundii strain CAV1741 plasmid pKPC_CAV1741,Proteobacteria,Proteobacteria-Gammaproteobacteria,5029496,8,52,LigD-only-lig-no-pol
GCF_001660525.1_ASM166052v1,WP_003245346.1:9-176,"WP_010886495.1,lig:9-225|pol:326-562",NA-plasmid,NZ_CP015975.1,0,1,-,WP_003245346.1,-,-,WP_010886495.1,-,Yes-NHEJ,3,135461,1423,Bacillus subtilis subsp. subtilis strain delta6,Firmicutes,Firmicutes-Bacilli,3876919,10,44,Yes-NHEJ-lig-pol-same_prot
GCF_001752845.1_ASM175284v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015932.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain C1_S,Proteobacteria,Proteobacteria-Gammaproteobacteria,3457332,3,38,No-LigD-domains
GCF_001314245.2_ASM131424v2,NA-Ku,NA-LigD,NZ_CP012891.1@NZ_CP012892.1@NZ_CP012893.1@NZ_CP012895.1@NZ_CP012896.1,NZ_CP012890.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,52242,52242,Lactobacillus gallinarum strain HFD4 plasmid pMKG06,Firmicutes,Firmicutes-Bacilli,2317164,5,37,No-LigD-domains
GCF_001677075.2_ASM167707v2,NA-Ku,NA-LigD,NZ_CP016031.1,NZ_CP016030.2,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain OLDA plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,3486107,3,38,No-LigD-domains
GCF_000691545.1_ASM69154v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007564.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1421551,29519,Borrelia garinii SZ,Spirochaetes,Spirochaetes-Spirochaetales,902487,2,28,No-LigD-domains
GCF_001518735.1_ASM151873v1,NA-Ku,NA-LigD,NZ_CP013995.1@NZ_CP013996.1,NZ_CP013994.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1352,1352,Enterococcus faecium strain 6E6 plasmid unnamed2,Firmicutes,Firmicutes-Bacilli,2966909,6,38,No-LigD-domains
GCF_000567905.1_ASM56790v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP004089.1@NZ_CP004090.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1249663,57975,Burkholderia thailandensis H0587 chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,10595808,4,68,No-LigD-domains
GCF_000175115.2_ASM17511v2,WP_015718479.1:9-179,"WP_015718470.1,pe:4-164|lig:250-542|pol:604-847",NA-plasmid,NC_014973.1,0,1,-,WP_015718479.1,-,-,WP_015718470.1,-,Yes-NHEJ,3,443143,443143,Geobacter sp. M18,Proteobacteria,Proteobacteria-Deltaproteobacteria,5277406,4,61,Yes-NHEJ-all-same-prot
GCF_000834295.1_ASM83429v1,NA-Ku,NA-LigD,NZ_CP009711.1@NZ_CP009710.1,NZ_CP009712.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,273123,633,Yersinia pseudotuberculosis IP 32953 plasmid pYAC_2,Proteobacteria,Proteobacteria-Gammaproteobacteria,4743972,7,48,No-LigD-domains
GCF_001729245.1_ASM172924v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015217.1@NZ_CP015218.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,28452,28452,Leptospira alstonii strain GWTS #1 chromosome 2,Spirochaetes,Spirochaetes-Leptospirales,8697302,2,42,No-LigD-domains
GCF_000756525.1_ASM75652v1,WP_003404795.1:9-192,"WP_025329644.1,lig:203-445;WP_003401386.1,pol:18-264;WP_003899657.1,pol:15-263;WP_003898655.1,pe:299-435|lig:471-756|pol:9-255;WP_003420435.1,lig:11-264",NA-plasmid,NZ_CP009426.1,0,1,-,WP_003404795.1,-,-,WP_003401386.1;WP_003898655.1;WP_025329644.1;WP_003899657.1;WP_003420435.1,-,Yes-NHEJ,3,1773,1773,Mycobacterium tuberculosis strain 96075,Actinobacteria,Actinobacteria-Corynebacteriales,4379376,1,66,Yes-NHEJ-all-same-prot
GCF_001047225.1_ASM104722v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012026.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,485,485,Neisseria gonorrhoeae strain FA19,Proteobacteria,Proteobacteria-Betaproteobacteria,2232367,4,52,No-LigD-domains
GCF_000281435.2_ASM28143v2,NA-Ku,NA-LigD,NZ_CP007728.1@NZ_CP007729.1@NZ_CP007730.1,NZ_CP007727.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1094170,573,Klebsiella pneumoniae subsp. pneumoniae KPNIH10 plasmid pKpQIL-6e6,Proteobacteria,Proteobacteria-Gammaproteobacteria,5395263,8,57,No-LigD-domains
GCF_001548415.1_ASM154841v1,NA-Ku,NA-LigD,NZ_AP017321.1,NZ_AP017320.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1280,1280,Staphylococcus aureus plasmid pMI DNA,Firmicutes,Firmicutes-Bacilli,2860370,5,33,No-LigD-domains
GCF_001664165.1_ASM166416v1,WP_064823565.1:12-178;WP_064836932.1:13-178;WP_064835233.1:16-179;WP_064835035.1:16-178;WP_016734805.1:19-195;WP_016734807.1:13-186;WP_064835234.1:13-177;WP_064835036.1:13-176,"WP_064836936.1,pe:8-165|lig:252-547|pol:600-829;WP_064834258.1,lig:222-473;WP_064833766.1,pe:5-157|lig:235-535|pol:551-795;WP_064836934.1,lig:45-338;WP_064836901.1,pol:11-251",NZ_CP013586.1@NZ_CP013587.1@NZ_CP013588.1@NZ_CP013589.1,NZ_CP013585.1,4,1,WP_064823565.1;WP_064836932.1,WP_016734807.1;WP_016734805.1;WP_064835035.1;WP_064835036.1;WP_064835233.1;WP_064835234.1,-,WP_064836901.1;WP_064836934.1;WP_064836936.1,WP_064833766.1;WP_064834258.1,-,Yes-NHEJ,3,396,396,Rhizobium phaseoli strain N161 plasmid pRphaN161d,Proteobacteria,Proteobacteria-Alphaproteobacteria,4514436,3,62,Yes-NHEJ-all-same-prot
GCF_000833575.1_ASM83357v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010827.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,161899,161899,Corynebacterium singulare strain IBS B52218,Actinobacteria,Actinobacteria-Corynebacteriales,2830519,4,60,No-LigD-domains
GCF_001693675.1_ASM169367v1,WP_003952535.1:9-185,"WP_003952536.1,pol:13-254;WP_003958638.1,lig:11-333;WP_003962377.1,lig:221-465;WP_003952537.1,lig:32-228;WP_003958639.1,pol:15-259",NZ_CP016560.1,NZ_CP016559.1,1,1,-,WP_003952535.1,-,-,WP_003958639.1;WP_003958638.1;WP_003962377.1;WP_003952536.1;WP_003952537.1,-,Yes-NHEJ,3,1901,1901,Streptomyces clavuligerus strain F613-1 plasmid pSCL4,Actinobacteria,Actinobacteria-Streptomycetales,6883702,6,73,Yes-NHEJ-lig-pol-diff-prot
GCF_000318845.1_ASM31884v1,NA-Ku,NA-LigD,NC_020951.1,NC_020929.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1071770,813,Chlamydia trachomatis L1/115 plasmid pL1115 complete sequence,Chlamydiae,Chlamydiae-Chlamydiales,1039084,2,41,No-LigD-domains
GCF_000281175.1_ASM28117v1,NA-Ku,NA-LigD,NA-plasmid,NC_017079.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,926550,133453,Caldilinea aerophila DSM 14535 = NBRC 104270 DNA,Chloroflexi,Chloroflexi-Caldilineae,5144873,2,59,No-LigD-domains
GCF_001688765.1_ASM168876v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015409.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,239935,239935,Akkermansia muciniphila strain YL44,Verrucomicrobia,Verrucomicrobia-Verrucomicrobiae,2745273,3,56,No-LigD-domains
GCF_000439555.1_ASM43955v1,NA-Ku,"WP_020744456.1,lig:333-512",NA-plasmid,NC_021712.1,0,1,-,-,NA-Ku,-,WP_020744456.1,-,Lig-only,2,1300257,314275,Alteromonas macleodii str. 'Ionian Sea U8',Proteobacteria,Proteobacteria-Gammaproteobacteria,4395035,5,45,LigD-only-lig-no-pol
GCF_001507665.1_ASM150766v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013910.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1768108,1768108,Deinococcus actinosclerus strain BM2,Deinococcus-Thermus,Deinococcus-Thermus-Deinococci,3264334,3,71,No-LigD-domains
GCF_000583795.1_ASM58379v1,NA-Ku,"WP_002779410.1,lig:77-230",NZ_CP007180.1,NZ_CP007179.1,1,1,-,-,NA-Ku,-,WP_002779410.1,-,Lig-only,2,1183380,195,Campylobacter coli RM5611 plasmid pRM5611_48kb,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1684743,3,31,LigD-only-lig-no-pol
GCF_001314945.1_ASM131494v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012920.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,148814,148814,Lactobacillus kunkeei strain MP2,Firmicutes,Firmicutes-Bacilli,1614522,5,37,No-LigD-domains
GCF_000017205.1_ASM1720v1,WP_012075915.1:10-195,"WP_012075932.1,pe:8-161|lig:224-526|pol:556-799",NA-plasmid,NC_009656.1,0,1,-,WP_012075915.1,-,-,WP_012075932.1,-,Yes-NHEJ,3,381754,287,Pseudomonas aeruginosa PA7,Proteobacteria,Proteobacteria-Gammaproteobacteria,6588339,4,66,Yes-NHEJ-all-same-prot
GCF_000304415.1_RM41,WP_015008172.1:14-179;WP_028005128.1:13-178;WP_015008133.1:12-175;WP_010976057.1:14-178,"WP_046066843.1,lig:18-90;WP_010970282.1,lig:220-466;WP_041169323.1,lig:24-314;WP_051032088.1,lig:24-313;WP_015008387.1,lig:57-344|pol:377-600;WP_010974936.1,lig:41-343;WP_015008134.1,pe:8-160|lig:238-513|pol:536-776;WP_010970164.1,pe:10-165|lig:243-539|pol:577-821;WP_015008180.1,lig:4-148;WP_014532133.1,lig:7-38;WP_014989744.1,pe:7-164|lig:249-544|pol:599-826",NC_018682.1@NC_018683.1@NC_018701.1,NC_018700.1,3,1,WP_028005128.1;WP_015008133.1;WP_010976057.1;WP_015008172.1,-,-,WP_014989744.1;WP_014532133.1;WP_010974936.1;WP_015008134.1;WP_046066843.1;WP_015008180.1;WP_015008387.1,WP_051032088.1;WP_041169323.1;WP_010970164.1;WP_010970282.1,-,Yes-NHEJ,3,1230587,382,Sinorhizobium meliloti Rm41 plasmid pSYMB complete sequence,Proteobacteria,Proteobacteria-Alphaproteobacteria,3679105,3,63,Yes-NHEJ-all-same-prot
GCF_001584225.1_ASM158422v1,NA-Ku,"WP_062112796.1,lig:115-255",NA-plasmid,NZ_CP013236.1,0,1,-,-,NA-Ku,-,WP_062112796.1,-,Lig-only,2,279113,279113,Collimonas pratensis strain Ter291,Proteobacteria,Proteobacteria-Betaproteobacteria,5585899,3,59,LigD-only-lig-no-pol
GCF_000767725.1_ASM76772v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP009652.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1267000,2098,Mycoplasma hominis ATCC 27545,Tenericutes,Tenericutes-Mollicutes,715165,2,27,No-LigD-domains
GCF_001042745.1_ASM104274v1,NA-Ku,"WP_014504006.1,lig:227-473",NA-plasmid,NZ_CP011955.1,0,1,-,-,NA-Ku,-,WP_014504006.1,-,Lig-only,2,129394,347,Xanthomonas oryzae pv. oryzicola strain B8-12,Proteobacteria,Proteobacteria-Gammaproteobacteria,4794316,2,64,LigD-only-lig-no-pol
GCF_001718575.1_ASM171857v1,WP_069250017.1:10-196,"WP_069250018.1,pe:7-184|lig:248-564|pol:625-867",NA-plasmid,NZ_CP013404.1@NZ_CP013406.1@NZ_CP013405.1,0,3,-,WP_069250017.1,-,-,WP_069250018.1,-,Yes-NHEJ,3,482957,482957,Burkholderia lata strain FL-7-5-30-S1-D0 chromosome 3,Proteobacteria,Proteobacteria-Betaproteobacteria,15498157,6,67,Yes-NHEJ-all-same-prot
GCF_000215975.1_ASM21597v1,NA-Ku,"WP_041430334.1,lig:26-185",NA-plasmid,NC_015682.1,0,1,-,-,NA-Ku,-,WP_041430334.1,-,Lig-only,2,795359,1295609,Thermodesulfobacterium geofontis OPF15,Thermodesulfobacteria,Thermodesulfobacteria-Thermodesulfobacteriales,1634377,1,31,LigD-only-lig-no-pol
GCF_001592705.1_ASM159270v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012019.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,91891,446,Legionella pneumophila subsp. pneumophila strain Toronto-20052,Proteobacteria,Proteobacteria-Gammaproteobacteria,3573898,3,38,No-LigD-domains
GCF_000767075.1_ASM76707v1,NA-Ku,"WP_038441345.1,lig:77-231",NA-plasmid,NZ_CP009610.1,0,1,-,-,NA-Ku,-,WP_038441345.1,-,Lig-only,2,727,727,Haemophilus influenzae strain Hi375,Proteobacteria,Proteobacteria-Gammaproteobacteria,1850897,6,38,LigD-only-lig-no-pol
GCF_000010585.1_ASM1058v1,NA-Ku,NA-LigD,NC_011995.1@NC_011996.1@NC_011997.1@NC_011998.1@NC_012000.1@NC_012001.1@NC_012002.1@NC_012003.1,NC_011999.1,8,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,458233,69966,Macrococcus caseolyticus JCSC5402 plasmid pMCCL8 DNA,Firmicutes,Firmicutes-Bacilli,2102324,4,37,No-LigD-domains
GCF_001305575.2_ASM130557v2,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012373.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,319938,319938,Beggiatoa leptomitiformis strain D-402,Proteobacteria,Proteobacteria-Gammaproteobacteria,4265296,2,40,No-LigD-domains
GCF_000025745.1_ASM2574v1,NA-Ku,NA-LigD,NA-plasmid,NC_017628.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,714962,562,Escherichia coli IHE3034,Proteobacteria,Proteobacteria-Gammaproteobacteria,5108383,7,51,No-LigD-domains
GCF_000834825.1_ASM83482v1,NA-Ku,NA-LigD,NZ_CP009905.1@NZ_CP009904.1@NZ_CP009903.1,NZ_CP009906.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,360102,632,Yersinia pestis Antiqua plasmid pPCP,Proteobacteria,Proteobacteria-Gammaproteobacteria,4708024,7,48,No-LigD-domains
GCF_000307165.1_ASM30716v1,NA-Ku,NA-LigD,NA-plasmid,NC_018704.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,698758,1449,Amphibacillus xylanus NBRC 15112 DNA,Firmicutes,Firmicutes-Bacilli,2569486,6,36,No-LigD-domains
GCF_001443625.1_ASM144362v1,WP_055641332.1:9-184,"WP_055641333.1,pol:14-254;WP_055640495.1,pol:17-261;WP_055640496.1,lig:11-330;WP_055639652.1,lig:206-457;WP_055646022.1,lig:14-202",NA-plasmid,NZ_CP013129.1,0,1,-,WP_055641332.1,-,-,WP_055646022.1;WP_055641333.1;WP_055640496.1;WP_055640495.1;WP_055639652.1,-,Yes-NHEJ,3,54571,54571,Streptomyces venezuelae strain ATCC 15439,Actinobacteria,Actinobacteria-Streptomycetales,9054831,7,72,Yes-NHEJ-lig-pol-diff-prot
GCF_001078295.1_ASM107829v1,WP_032961839.1:10-182,"WP_048940164.1,pe:7-153|lig:180-479|pol:502-734",NA-plasmid,NZ_CP012077.1,0,1,-,WP_032961839.1,-,-,WP_048940164.1,-,Yes-NHEJ,3,103855,103855,Bordetella hinzii strain H568,Proteobacteria,Proteobacteria-Betaproteobacteria,4859884,3,67,Yes-NHEJ-all-same-prot
GCF_000092685.1_ASM9268v1,NA-Ku,NA-LigD,NA-plasmid,NC_017429.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,707185,813,Chlamydia trachomatis G/9768,Chlamydiae,Chlamydiae-Chlamydiales,1042810,2,41,No-LigD-domains
GCF_000767645.1_ASM76764v1,NA-Ku,NA-LigD,NZ_CP009584.1,NZ_CP009583.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,65058,65058,Corynebacterium ulcerans strain 210931 plasmid pCul210931,Actinobacteria,Actinobacteria-Corynebacteriales,2503722,4,53,No-LigD-domains
GCF_000026185.1_ASM2618v1,NA-Ku,NA-LigD,NC_010695.1@NC_010696.1@NC_010699.1@NC_010693.1@NC_010697.1,NC_010694.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,465817,338565,Erwinia tasmaniensis strain ET1/99 complete plasmid pET49,Proteobacteria,Proteobacteria-Gammaproteobacteria,3883467,7,54,No-LigD-domains
GCF_000316665.1_ASM31666v1,NA-Ku,NA-LigD,NC_019679.1@NC_019686.1,NC_019678.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,373994,373994,Rivularia sp. PCC 7116 plasmid pRIV7116.02,Cyanobacteria,Cyanobacteria-Nostocales,8698463,3,38,No-LigD-domains
GCF_001902495.1_ASM190249v1,NA-Ku,NA-LigD,NZ_CP016917.1@NZ_CP016918.1,NZ_CP016916.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1426,1426,Geobacillus thermoglucosidasius strain TM242 plasmid pNCI002,Firmicutes,Firmicutes-Bacilli,3872522,10,44,No-LigD-domains
GCF_000755865.1_ASM75586v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP008704.1@NZ_CP008705.1,0,2,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,13373,13373,Burkholderia mallei strain 23344 chromosome 2,Proteobacteria,Proteobacteria-Betaproteobacteria,9157024,3,68,No-LigD-domains
GCF_001559235.1_ASM155923v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014030.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1702170,1702170,Citrobacter sp. FDAARGOS_156,Proteobacteria,Proteobacteria-Gammaproteobacteria,4727434,8,52,No-LigD-domains
GCF_000496605.2_ASM49660v2,WP_003100825.1:10-195,"WP_009876372.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NC_022808.2,0,1,-,WP_003100825.1,-,-,WP_009876372.1,-,Yes-NHEJ,3,1279007,287,Pseudomonas aeruginosa PA1,Proteobacteria,Proteobacteria-Gammaproteobacteria,6498072,4,66,Yes-NHEJ-all-same-prot
GCF_001708485.1_ASM170848v1,WP_069023927.1:10-195,"WP_069023928.1,pe:7-163|lig:218-516|pol:537-780;WP_069022160.1,lig:232-481",NZ_CP015640.1,NZ_CP015639.1,1,1,-,WP_069023927.1,-,-,WP_069022160.1;WP_069023928.1,-,Yes-NHEJ,3,294,294,Pseudomonas fluorescens strain L228 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,6175426,5,61,Yes-NHEJ-all-same-prot
GCF_000214355.1_ASM21435v1,NA-Ku,NA-LigD,NA-plasmid,NC_015577.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,545695,150829,Treponema azotonutricium ZAS-9,Spirochaetes,Spirochaetes-Spirochaetales,3855671,2,50,No-LigD-domains
GCF_000283615.1_ASM28361v1,NA-Ku,NA-LigD,NA-plasmid,NC_016052.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,945021,51669,Tetragenococcus halophilus NBRC 12172 DNA,Firmicutes,Firmicutes-Bacilli,2562720,5,36,No-LigD-domains
GCF_000018025.1_ASM1802v1,NA-Ku,NA-LigD,NA-plasmid,NC_009831.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,425104,271097,Shewanella sediminis HAW-EB3,Proteobacteria,Proteobacteria-Gammaproteobacteria,5517674,12,46,No-LigD-domains
GCF_001655375.1_ASM165537v1,NA-Ku,NA-LigD,NZ_CP015297.1,NZ_CP015296.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,813,813,Chlamydia trachomatis strain E-160 plasmid CtrE-160_plasmid,Chlamydiae,Chlamydiae-Chlamydiales,1043007,2,41,No-LigD-domains
GCF_000597905.1_ASM59790v1,NA-Ku,NA-LigD,NZ_CP006919.1@NZ_CP006922.1@NZ_CP006921.1,NZ_CP006918.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1420013,573,Klebsiella pneumoniae 30684/NJST258_2 plasmid pNJST258C3,Proteobacteria,Proteobacteria-Gammaproteobacteria,5293301,8,57,No-LigD-domains
GCF_000283695.1_ASM28369v1,WP_003154722.1:9-175,"WP_041481856.1,lig:10-225|pol:326-562",NA-plasmid,NC_016784.1,0,1,-,WP_003154722.1,-,-,WP_041481856.1,-,Yes-NHEJ,3,1114958,492670,Bacillus amyloliquefaciens subsp. plantarum CAU B946 complete genome,Firmicutes,Firmicutes-Bacilli,4019861,10,47,Yes-NHEJ-lig-pol-same_prot
GCF_001469655.1_ASM146965v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012354.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1747,1747,Propionibacterium acnes strain PA_12_1_L1,Actinobacteria,Actinobacteria-Propionibacteriales,2491961,3,60,No-LigD-domains
GCF_000934525.1_ASM93452v1,NA-Ku,"WP_044448902.1,lig:217-463",NA-plasmid,NZ_CP010912.1,0,1,-,-,NA-Ku,-,WP_044448902.1,-,Lig-only,2,589873,589873,Alteromonas australica strain DE170,Proteobacteria,Proteobacteria-Gammaproteobacteria,4457472,5,45,LigD-only-lig-no-pol
GCF_001291465.1_Bartonella_henselae_MVT02,NA-Ku,NA-LigD,NA-plasmid,NZ_LN879429.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,38323,38323,Bartonella henselae genome assembly Bartonella henselae MVT02,Proteobacteria,Proteobacteria-Alphaproteobacteria,1905383,2,38,No-LigD-domains
GCF_001559115.1_ASM155911v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014016.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1286,1286,Staphylococcus simulans strain FDAARGOS_124,Firmicutes,Firmicutes-Bacilli,2647552,6,36,No-LigD-domains
GCF_001900355.1_ASM190035v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010133.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain C11,Proteobacteria,Proteobacteria-Gammaproteobacteria,5414571,7,51,No-LigD-domains
GCF_000185905.1_ASM18590v1,YP_004141982.1:13-175;YP_004140001.1:13-180;YP_004134259.1:15-180,"YP_004134260.1,lig:12-281;YP_004141981.1,pe:9-163|lig:225-520|pol:545-785;YP_004142971.1,lig:12-285;YP_004143057.1,lig:9-284;YP_004139299.1,lig:220-470;YP_004140002.1,pe:5-162|lig:223-522|pol:557-797;YP_004144616.1,lig:19-327",NC_014918.1,NC_014923.1,1,1,YP_004134259.1,YP_004140001.1;YP_004141982.1,-,YP_004134260.1,YP_004139299.1;YP_004140002.1;YP_004141981.1;YP_004142971.1;YP_004143057.1;YP_004144616.1,-,Yes-NHEJ,3,765698,39645,Mesorhizobium ciceri biovar biserrulae WSM1271 plasmid pMESCI01,Proteobacteria,Proteobacteria-Alphaproteobacteria,6264489,2,63,Yes-NHEJ-all-same-prot
GCF_001566615.1_ASM156661v1,NA-Ku,NA-LigD,NZ_CP014496.1,NZ_CP014495.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain SaT040 plasmid pSaT040,Proteobacteria,Proteobacteria-Gammaproteobacteria,5061821,7,51,No-LigD-domains
GCF_001580515.1_ASM158051v1,NA-Ku,NA-LigD,NZ_CP013227.1@NZ_CP013228.1@NZ_CP013229.1@NZ_CP013230.1,NZ_CP013231.1,4,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1280,1280,Staphylococcus aureus strain UTSW MRSA 55 plasmid UTSW55_4,Firmicutes,Firmicutes-Bacilli,2898306,6,33,No-LigD-domains
GCF_001686885.1_ASM168688v1,NA-Ku,"WP_002850254.1,lig:71-212",NZ_CP014569.1@NZ_CP014570.1,NZ_CP014568.1,2,1,-,-,NA-Ku,-,WP_002850254.1,-,Lig-only,2,32020,196,Campylobacter fetus subsp. venerealis strain 01/165 plasmid mp2,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1858186,3,33,LigD-only-lig-no-pol
GCF_001267845.1_ASM126784v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010450.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1314,1314,Streptococcus pyogenes strain NGAS638,Firmicutes,Firmicutes-Bacilli,1791401,6,39,No-LigD-domains
GCF_000758565.1_ASM75856v1,WP_042134043.1:9-175,"WP_042140783.1,lig:12-297;WP_042136478.1,lig:17-283;WP_039302148.1,pol:16-253",NA-plasmid,NZ_CP009280.1,0,1,-,WP_042134043.1,-,-,WP_039302148.1;WP_042140783.1;WP_042136478.1,-,Yes-NHEJ,3,1536769,1536769,Paenibacillus sp. FSL P4-0081,Firmicutes,Firmicutes-Bacilli,8423054,10,51,Yes-NHEJ-lig-pol-diff-prot
